iter	MultiClass
466	0.01094228896
467	0.01092068182
468	0.01089546349
469	0.01087077488
470	0.01083493461
471	0.01080358034
472	0.01078510978
473	0.01075338938
474	0.0107236632
475	0.0106940661
476	0.01065620297
477	0.01063692989
478	0.01061646209
479	0.0105946222
480	0.01056587125
481	0.01054567423
482	0.0105031433
483	0.0104811424
484	0.01046164703
485	0.01043155355
486	0.01040710024
487	0.01037978265
488	0.01035666081
489	0.01033733864
490	0.01031227445
491	0.01029322767
492	0.01025887279
493	0.01022705189
494	0.01019047779
495	0.01016443364
496	0.01014155689
497	0.01012720041
498	0.01010820652
499	0.01008288983
500	0.01005792346
501	0.01003619842
502	0.01001321504
503	0.009978305207
504	0.009953514183
505	0.009926893788
506	0.009899422509
507	0.009891352386
508	0.009872681306
509	0.009857670577
510	0.009822913322
511	0.009801344725
512	0.009779791717
513	0.009765668545
514	0.009743462375
515	0.009718864919
516	0.009697360663
517	0.009678951552
518	0.009663027276
519	0.009646726242
520	0.009626396613
521	0.009605001335
522	0.009588510233
523	0.009569017736
524	0.009552092883
525	0.009540005585
526	0.009514751837
527	0.009490498752
528	0.009479587788
529	0.00946019614
530	0.009438893579
531	0.009401734906
532	0.009381150919
533	0.00935949312
534	0.009334764039
535	0.009312896623
536	0.009293628893
537	0.009268625104
538	0.009250640915
539	0.009240010995
540	0.009223056453
541	0.009206866118
542	0.009181070727
543	0.009158387608
544	0.009133355443
545	0.009121677494
546	0.009099754744
547	0.009077269983
548	0.009061419692
549	0.009046327246
550	0.009031003731
551	0.008996903675
552	0.008982429202
553	0.008965218496
554	0.008936217346
555	0.008914752999
556	0.008896205467
557	0.008880808243
558	0.008860196305
559	0.00883804303
560	0.008816688545
561	0.008803057146
562	0.008790836238
563	0.00877468296
564	0.008758641663
565	0.00873810549
566	0.0087200267
567	0.008703139625
568	0.008680988124
569	0.008671830766
570	0.008656566416
571	0.008635216216
572	0.008619800941
573	0.008606345663
574	0.00859353018
575	0.008579864126
576	0.008567574637
577	0.008544383832
578	0.008534048755
579	0.008517413833
580	0.00850150222
581	0.008482533123
582	0.008468904256
583	0.008452503395
584	0.008439458955
585	0.008425506076
586	0.008410635219
587	0.008394988212
588	0.008375437981
589	0.008355555938
590	0.0083333007
591	0.00832023366
592	0.008304976913
593	0.008286469988
594	0.008271984176
595	0.008254232247
596	0.008229970256
597	0.00821530683
598	0.008196092757
599	0.008182553989
600	0.008168504885
601	0.008157295109
602	0.008140671185
603	0.008119958242
604	0.008109437113
605	0.008096481542
606	0.008082476841
607	0.008065451476
608	0.008051935647
609	0.008041922337
610	0.008023497777
611	0.008011433902
612	0.007992662927
613	0.007982312513
614	0.007966650376
615	0.007955436899
616	0.00794213236
617	0.007924676866
618	0.007913895709
619	0.007896670227
620	0.007882898172
621	0.007867293727
622	0.007848642959
623	0.007834466873
624	0.007819808076
625	0.00780720431
626	0.007792783183
627	0.007777592636
628	0.007762455972
629	0.007747553363
630	0.007735394803
631	0.007718673945
632	0.007707154805
633	0.007694573249
634	0.007680914784
635	0.007666714781
636	0.007646577858
637	0.007635728463
638	0.007620775042
639	0.007596005824
640	0.0075749508
641	0.007563621166
642	0.007552139054
643	0.007537990434
644	0.007524517556
645	0.007509297412
646	0.007497741025
647	0.007486073462
648	0.007478800141
649	0.007467590642
650	0.007453410584
651	0.007443798419
652	0.00742927537
653	0.007419334742
654	0.007410198674
655	0.007395032592
656	0.007382168879
657	0.007373290904
658	0.007362601995
659	0.007348953944
660	0.007337316224
661	0.007326599942
662	0.007311204832
663	0.007301253917
664	0.007286455402
665	0.007274160093
666	0.007262942438
667	0.0072525501
668	0.007243491353
669	0.007234494842
670	0.007224215844
671	0.007210040737
672	0.00719694847
673	0.007177287016
674	0.007166149433
675	0.007153440662
676	0.007141447721
677	0.007128786539
678	0.007114189866
679	0.007105110802
680	0.007088601508
681	0.007079962146
682	0.00706943082
683	0.0070596957
684	0.00704407707
685	0.007031612459
686	0.007022197838
687	0.007012063054
688	0.00700330088
689	0.00698921035
690	0.006974934368
691	0.006961924531
692	0.006950393652
693	0.006938301588
694	0.006928482284
695	0.006916504522
696	0.00690166143
697	0.00689156877
698	0.006876118974
699	0.006862687027
700	0.006851351883
701	0.006834914284
702	0.006823879555
703	0.006815199086
704	0.006806150141
705	0.006796681803
706	0.006788206885
707	0.006777838419
708	0.006768930236
709	0.006760071306
710	0.006748747444
711	0.006736301944
712	0.006724500909
713	0.006713175163
714	0.006701890692
715	0.006694075936
716	0.006688009176
717	0.006677058012
718	0.006670131908
719	0.006665850493
720	0.006656761652
721	0.006646135205
722	0.006636697491
723	0.006622083837
724	0.006612485559
725	0.006603330204
726	0.006594143819
727	0.006584967805
728	0.006571583256
729	0.006561184161
730	0.006551707137
731	0.006540709745
732	0.006528759069
733	0.006517653715
734	0.006500935182
735	0.006489089179
736	0.006478263607
737	0.006462363931
738	0.006451916521
739	0.006441640476
740	0.006425232536
741	0.006417468184
742	0.00641010541
743	0.006402257812
744	0.006395250189
745	0.006379206825
746	0.006371401754
747	0.006363516184
748	0.006357672733
749	0.006348579882
750	0.006340039616
751	0.00632672011
752	0.00631541415
753	0.006306951738
754	0.006300900693
755	0.006288649911
756	0.006279714707
757	0.006268216365
758	0.006261364072
759	0.006251147867
760	0.006243173617
761	0.006233370594
762	0.006225894684
763	0.006219646397
764	0.006211492975
765	0.006199397766
766	0.006190684296
767	0.006181773299
768	0.00617379954
769	0.00616673892
770	0.006160384133
771	0.006152123822
772	0.006140749688
773	0.006133889296
774	0.006121077942
775	0.006111938684
776	0.006101961709
777	0.00609522016
778	0.006086737141
779	0.006078976644
780	0.006072658839
781	0.006061952661
782	0.006052604998
783	0.006041486994
784	0.006035362588
785	0.006028355095
786	0.006020130495
787	0.00601160375
788	0.0060027483
789	0.005993906409
790	0.005985742104
791	0.00597802119
792	0.005967824354
793	0.005958767009
794	0.005949928332
795	0.005943778077
796	0.005932967754
797	0.005926865152
798	0.005920334225
799	0.005911199399
800	0.005904136386
801	0.005891369469
802	0.005880478547
803	0.005875368034
804	0.005867198276
805	0.005858172418
806	0.00585033997
807	0.00584411363
808	0.005837049807
809	0.005831879319
810	0.005821739075
811	0.005814374257
812	0.005806204306
813	0.005798220498
814	0.005791628838
815	0.005783105427
816	0.00577693217
817	0.00576971583
818	0.005762530062
819	0.005755280799
820	0.005747868396
821	0.005739848629
822	0.00573262556
823	0.005726907248
824	0.005717682386
825	0.005705359184
826	0.005700323149
827	0.00569283705
828	0.005686022223
829	0.005677834279
830	0.005675203662
831	0.005669276289
832	0.005659144323
833	0.005650685076
834	0.005645631638
835	0.005634958419
836	0.005628591973
837	0.005620492135
838	0.005614944554
839	0.005608523144
840	0.005599267292
841	0.005593013868
842	0.005586734562
843	0.005578839422
844	0.005572854172
845	0.005566757025
846	0.005560437832
847	0.005554736568
848	0.005547021827
849	0.005539622221
850	0.0055331974
851	0.005526460825
852	0.005520768805
853	0.005513853337
854	0.005508770202
855	0.005503274766
856	0.005495067635
857	0.005485892596
858	0.005480985978
859	0.005472029038
860	0.005467232792
861	0.005460310685
862	0.005453973978
863	0.005447410147
864	0.005440810868
865	0.005432152826
866	0.005427451681
867	0.005421256017
868	0.005416048068
869	0.005409939313
870	0.005402850444
871	0.005397013039
872	0.005391349662
873	0.005384956782
874	0.005376704777
875	0.005370029379
876	0.005364057584
877	0.005357547721
878	0.005349871509
879	0.005345231984
880	0.005339465014
881	0.005330641731
882	0.005321377358
883	0.005315238138
884	0.005309822566
885	0.005298682548
886	0.005292224811
887	0.005285743986
888	0.005278802314
889	0.00526951007
890	0.00526448189
891	0.00525823204
892	0.005252590053
893	0.005244682988
894	0.005237107106
895	0.00523292673
896	0.005223867921
897	0.005215754665
898	0.005208026092
899	0.005199832273
900	0.005193222564
901	0.005186387189
902	0.005181261044
903	0.005175226328
904	0.00516681611
905	0.00516067086
906	0.005154327213
907	0.005147679806
908	0.005141738407
909	0.005136171625
910	0.005131073581
911	0.005125510499
912	0.005119607835
913	0.005114745944
914	0.005110511135
915	0.005104811131
916	0.005099983878
917	0.005094839294
918	0.005090141831
919	0.005084571657
920	0.005075293549
921	0.005064774522
922	0.005059618694
923	0.005055722466
924	0.005050440195
925	0.00504503498
926	0.005039344888
927	0.005034875337
928	0.005028736853
929	0.005021998506
930	0.005016218201
931	0.005009687331
932	0.00500083536
933	0.004996026457
934	0.00498951953
935	0.004984042919
936	0.00497584498
937	0.004969847872
938	0.004963992484
939	0.004958192548
940	0.004952285787
941	0.00494624251
942	0.004941675168
943	0.004935951343
944	0.004929798628
945	0.004926001377
946	0.004923752829
947	0.004917941003
948	0.004914261696
949	0.004907553566
950	0.004902736114
951	0.004898464769
952	0.004894071389
953	0.004887616376
954	0.004883148206
955	0.004879071772
956	0.004874935605
957	0.004869323426
958	0.00486451982
959	0.004856195356
960	0.004850551687
961	0.004846364299
962	0.004841160044
963	0.004836321725
964	0.004832075681
965	0.004826158762
966	0.004820827055
967	0.004814670087
968	0.004806762026
969	0.004798233829
970	0.004793393888
971	0.004787713814
972	0.004783487044
973	0.004778904049
974	0.004774707425
975	0.00477066949
976	0.004765894138
977	0.004760389469
978	0.004755327567
979	0.004747992339
980	0.004743490304
981	0.004736690292
982	0.004731778582
983	0.004726356077
984	0.004719487137
985	0.004714730789
986	0.004709678232
987	0.004705303634
988	0.004698978752
989	0.00469116217
990	0.004684742156
991	0.004678610273
992	0.004674470848
993	0.004669675617
994	0.004665200205
995	0.004660084903
996	0.00465569132
997	0.004651652889
998	0.004644194278
999	0.004639280971
